archive,bucket,file,method_name,upload_status,row_count,time_column,numeric_count,dataset_id,version_id,profile_status,profile_count,recommend_status,recommend_count,transform_status,transformed_vars,analysis_recommend_status,analysis_sequence,analysis_status,artifact_count,caveat_count,assumption_count,artifact_types,error
mcs2024.zip,world,commodities/bromi/mcs2024-bromi_world.csv,structural_break,200,9.0,,3.0,db626204-b698-4003-8a1e-f961f12c8570,1e082c6d-22cb-4f80-ba5c-96bf6917de71,200.0,3.0,200.0,3.0,200.0,3.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,salient,commodities/niobi/mcs2024-niobi_salient.csv,structural_break,200,5.0,Year,7.0,71438e49-112e-4e68-adb3-f79c4e4250ae,69c5084c-18ed-4dee-9efa-a6bafb83bbf3,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2024.zip,world,commodities/niobi/mcs2024-niobi_world.csv,structural_break,200,8.0,,5.0,f4715042-2a53-4439-9eb2-8ef5c6833141,e34ac6ae-e67c-42d6-8dde-d9cdee5b0c38,200.0,4.0,200.0,4.0,200.0,4.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,salient,commodities/raree/mcs2024-raree_salient.csv,structural_break,200,5.0,Year,18.0,0ee179d0-10aa-47ab-aae7-3a39cdc76523,ac1880d0-aea9-4baf-b13b-1545f06eba33,200.0,18.0,200.0,18.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,20.0,36.0,,
mcs2024.zip,world,commodities/raree/mcs2024-raree_world.csv,structural_break,200,16.0,,3.0,6daa3cab-a702-4db9-bb78-84447e896d91,ca2395d6-aaf1-4469-9ace-75b9139f2f29,200.0,3.0,200.0,3.0,200.0,3.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,world,commodities/sodaa/mcs2024-sodaa_world.csv,structural_break,200,9.0,,3.0,c1625965-9781-4520-847e-a92da4f4271e,fbb2e140-c9ce-424b-a141-3a912d3e1578,200.0,3.0,200.0,3.0,200.0,3.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,salient,commodities/sodaa/mcs2024-sodaa_salient.csv,structural_break,200,5.0,Year,9.0,f813d202-a8ff-4e17-9176-214147093ced,270f1789-e795-44ee-846c-a780594bda12,200.0,9.0,200.0,9.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,11.0,18.0,,
mcs2024.zip,salient,commodities/silve/mcs2024-silve_salient.csv,structural_break,200,5.0,Year,12.0,c4a62ec0-cbe8-42d1-9f1d-93ac76c75e3a,94f7530f-be45-4b8b-8f1d-c35bd1ce733c,200.0,12.0,200.0,12.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,14.0,24.0,,
mcs2024.zip,world,commodities/silve/mcs2024-silve_world.csv,structural_break,200,14.0,,4.0,a08c9c3d-8e58-4894-9241-3173f70800bc,bbbcdffc-99e6-4b21-ae4d-93e50e97b12b,200.0,3.0,200.0,3.0,200.0,3.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,world,commodities/phosp/mcs2024-phosp_world.csv,structural_break,200,26.0,,3.0,c4316474-58b5-419d-838f-6a284dbbbf6d,906696d0-8aa1-4dca-8d5a-ed25be184f92,200.0,3.0,200.0,3.0,200.0,3.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2024.zip,salient,commodities/phosp/mcs2024-phosp_salient.csv,structural_break,200,5.0,Year,8.0,1ab3ca1d-261e-45ee-803b-40636083afa9,449fe0c8-81ba-4bed-ac1a-cffe52288f91,200.0,8.0,200.0,8.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,10.0,16.0,,
mcs2024.zip,world,commodities/wolla/mcs2024-wolla_world.csv,structural_break,200,7.0,,4.0,6ee24300-9840-4dd5-8d69-769e7dfddf1d,e123cb1d-6d2d-45aa-b429-6c5761cfdc12,200.0,2.0,200.0,2.0,200.0,2.0,200.0,descriptive_summary,200.0,0.0,1.0,0.0,,
mcs2025.zip,salient,commodities/timin/mcs2025-timin_salient.csv,structural_break,200,5.0,Year,10.0,8efe73b8-cd38-405e-bdc1-ad226f52d9f5,4f2f2edb-736d-457b-a0d9-d3aaf95275e6,200.0,10.0,200.0,10.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,12.0,20.0,,
mcs2025.zip,salient,commodities/sandc/mcs2025-sandc_salient.csv,structural_break,200,5.0,Year,7.0,7b845262-ae5a-4957-b76c-38faf93c807a,e8ff3b31-8c5a-4013-a72d-94aa80b38d3c,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2025.zip,salient,commodities/lead/mcs2025-lead_salient.csv,structural_break,200,5.0,Year,11.0,a08fd5d1-5489-4091-b90d-1b17691d7454,34858e79-09ed-48af-908f-fb11a9b4167c,200.0,11.0,200.0,11.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,13.0,22.0,,
mcs2025.zip,salient,commodities/stron/mcs2025-stron_salient.csv,structural_break,200,5.0,Year,9.0,59bfaf93-d173-4990-8bf3-96139994ff2e,e26b3cde-14f3-41cb-b09d-a7af295fe618,200.0,9.0,200.0,9.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,11.0,18.0,,
mcs2025.zip,salient,commodities/rareee/mcs2025-rareee_salient.csv,structural_break,200,5.0,Year,18.0,9cc9448a-f549-4f5c-8284-57c4a2693e98,dddd02dc-17b8-4100-b6c8-2ded353a37f2,200.0,18.0,200.0,18.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,20.0,36.0,,
mcs2025.zip,salient,commodities/cadmi/mcs2025-cadmi_salient.csv,structural_break,200,5.0,Year,12.0,a903c1ef-f6b5-4361-8a5a-9734c6707395,81e58c71-3ecd-4e56-98b5-3e6b669bbaf1,200.0,12.0,200.0,12.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,14.0,24.0,,
mcs2025.zip,salient,commodities/thori/mcs2025-thori_salient.csv,structural_break,200,5.0,Year,8.0,3a9ce417-0d7d-4643-b626-626afcc3f17a,1b1bd58c-a971-4c64-ac85-cbad21079344,200.0,6.0,200.0,6.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,10.0,16.0,,
mcs2025.zip,salient,commodities/nitro/mcs2025-nitro_salient.csv,structural_break,200,5.0,Year,8.0,c605d31e-33a7-467c-96c8-bbf41fa57ea9,24b3d2e2-63a1-436e-8bc9-d1125dfd9b3f,200.0,8.0,200.0,8.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,10.0,16.0,,
mcs2025.zip,salient,commodities/zeoli/mcs2025-zeoli_salient.csv,structural_break,200,5.0,Year,6.0,d5682585-ebe7-4db3-a1eb-f781513b8431,c6db0fdc-0fd2-4813-89df-b71da2adc214,200.0,6.0,200.0,6.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,8.0,12.0,,
mcs2025.zip,salient,commodities/sodaa/mcs2025-sodaa_salient.csv,structural_break,200,5.0,Year,9.0,1e6a5ec6-1cc3-4496-9e8f-62e8cb784978,41878f34-0517-4e60-a2ca-ac5c9e1eec31,200.0,9.0,200.0,9.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,11.0,18.0,,
mcs2025.zip,salient,commodities/vanad/mcs2025-vanad_salient.csv,structural_break,200,5.0,Year,21.0,b7e522c2-c6be-45c8-8ede-b1a2b5937902,edddea50-5b8d-4b1a-a0cd-6567b0804f75,200.0,21.0,200.0,21.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,23.0,42.0,,
mcs2025.zip,salient,commodities/boron/mcs2025-boron_salient.csv,structural_break,200,5.0,Year,8.0,9bf23b5f-2817-49c1-9905-7bbb41d72b7c,1e641ca7-6c6c-4ef5-bc39-1f6cc70bda3e,200.0,8.0,200.0,8.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,10.0,16.0,,
mcs2025.zip,salient,commodities/coppe/mcs2025-coppe_salient.csv,structural_break,200,5.0,Year,16.0,be119772-5ab9-43dd-b609-ff0622956f92,b8d288b8-de51-4046-b943-88d2ee528943,200.0,16.0,200.0,16.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,18.0,32.0,,
mcs2025.zip,salient,commodities/silve/mcs2025-silve_salient.csv,structural_break,200,5.0,Year,12.0,ec71c3dd-53fd-46c6-b571-6395b8af452a,4a420c85-444e-4b7b-a9b2-2fca3b06131d,200.0,12.0,200.0,12.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,14.0,24.0,,
mcs2025.zip,salient,commodities/diato/mcs2025-diato_salient.csv,structural_break,200,5.0,Year,6.0,12718ff0-18e2-4edf-8a1a-c9d04aa80809,aafbb0ca-79de-48d1-b2c1-feb53b146d92,200.0,6.0,200.0,6.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,8.0,12.0,,
mcs2025.zip,salient,commodities/graph/mcs2025-graph_salient.csv,structural_break,200,5.0,Year,8.0,1a85bfd6-4d25-4362-bb1f-26d7187c168f,e89201ba-deb4-4aaa-9159-c0c098edb389,200.0,8.0,200.0,8.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,10.0,16.0,,
mcs2025.zip,salient,commodities/niobi/mcs2025-niobi_salient.csv,structural_break,200,5.0,Year,7.0,22adaa4d-a3bb-46b6-81d5-5afc3f8729df,fb304121-e768-4434-a52c-a3e9d18bc082,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2025.zip,salient,commodities/pumic/mcs2025-pumic_salient.csv,structural_break,200,5.0,Year,7.0,356eaba8-b313-4b27-9463-5d4d30b1fc68,766a617a-d344-42c7-b55b-3dca66d37496,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2025.zip,salient,commodities/simet/mcs2025-simet_salient.csv,structural_break,200,5.0,Year,11.0,3611645a-c75d-47a4-8acd-07b8138ea654,3f24473c-504b-467a-97e1-853500477fd0,200.0,11.0,200.0,11.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,13.0,22.0,,
mcs2025.zip,salient,commodities/arsen/mcs2025-arsen_salient.csv,structural_break,200,5.0,Year,7.0,8799003f-b990-4207-9be3-4cdbe4989800,30f8f0dc-3096-43e5-8740-a52187e6febe,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2025.zip,salient,commodities/nicke/mcs2025-nicke_salient.csv,structural_break,200,5.0,Year,17.0,381499da-3382-4a3f-8fff-b1efe7ee459f,431a351f-5957-4c60-b8b6-4fa97f9623b0,200.0,17.0,200.0,17.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,19.0,34.0,,
mcs2025.zip,salient,commodities/chrom/mcs2025-chrom_salient.csv,structural_break,200,5.0,Year,12.0,dc89d8c8-33c9-4b15-8919-a599be6977c5,67703da4-b5fa-48cd-942c-1658a65bbd08,200.0,12.0,200.0,12.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,14.0,24.0,,
mcs2025.zip,salient,commodities/bauxi/mcs2025-bauxi_salient.csv,structural_break,200,6.0,Year,13.0,fc294623-5c5a-43dc-8e1a-a0132be1d665,09fbeaf7-f583-4ef4-8170-3844bc5186e8,200.0,13.0,200.0,13.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,15.0,26.0,,
mcs2025.zip,salient,commodities/mercu/mcs2025-mercu_salient.csv,structural_break,200,5.0,Year,6.0,e438b9d4-d6cc-463b-b2cd-fdeaba8ad14b,37e54e1a-3687-4a6c-8a93-31f44d64ca8d,200.0,5.0,200.0,5.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,8.0,12.0,,
mcs2025.zip,salient,commodities/barit/mcs2025-barit_salient.csv,structural_break,200,5.0,Year,7.0,e3fe64eb-bad5-40b7-b46a-17e03137f63d,b5675f9d-cf74-4f64-8782-6c3a04a066ca,200.0,7.0,200.0,7.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,9.0,14.0,,
mcs2025.zip,salient,commodities/sulfu/mcs2025-sulfu_salient.csv,structural_break,200,5.0,Year,13.0,f8415b9f-32b7-4c44-a352-da538fd29d93,f037a6af-04d5-441b-aacd-afa359f6474c,200.0,13.0,200.0,13.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,15.0,26.0,,
mcs2025.zip,salient,commodities/thall/mcs2025-thall_salient.csv,structural_break,200,5.0,Year,10.0,9295961d-f173-45b9-b42c-5c1f6d895ed8,9f9d23a3-c909-4ae4-8e5d-4eefca2c544f,200.0,9.0,200.0,9.0,200.0,5.0,200.0,"cross_correlation,decomposition,structural_break",200.0,0.0,12.0,20.0,,
