archive,bucket,file,method_name,upload_status,row_count,time_column,numeric_count,dataset_id,version_id,profile_status,profile_count,recommend_status,recommend_count,transform_status,transformed_vars,analysis_recommend_status,analysis_sequence,analysis_status,artifact_count,caveat_count,assumption_count,artifact_types
mcs2024.zip,salient,commodities/mgmet/mcs2024-mgmet_salient.csv,cross_correlation,200,5,Year,8,feb4d670-4cfc-45e4-884b-6f1430b620b8,c8181bf5-ec0f-47b5-8132-183942598cb8,200,8,200,8,200,5,200,"cross_correlation,decomposition,structural_break",200,2,1,2,"cross_correlation_plot,cross_correlation_result"
mcs2024.zip,salient,commodities/selen/mcs2024-selen_salient.csv,cross_correlation,200,5,Year,6,249e9ee4-3a98-4aa4-9fca-aa3644c7eecc,7b623ffa-2ee3-4ea4-9c18-36e28513216c,200,6,200,6,200,5,200,"cross_correlation,decomposition,structural_break",200,2,1,2,"cross_correlation_plot,cross_correlation_result"
mcs2024.zip,world,commodities/silve/mcs2024-silve_world.csv,cross_correlation,200,14,,4,a16efbc7-3761-428d-b702-ded0c8b5450b,e3fbdc56-b7b3-43cb-a1b6-eebf1afc1d3c,200,3,200,3,200,3,200,descriptive_summary,200,2,1,2,"cross_correlation_plot,cross_correlation_result"
mcs2024.zip,world,commodities/stond/mcs2024-stond_world.csv,cross_correlation,200,3,,4,8099402b-66c3-4c4e-a3f8-440ba4334f46,6e31d865-66fb-454c-8aaa-8f5ad5f4f283,200,2,200,2,200,2,200,descriptive_summary,200,0,2,2,
mcs2024.zip,salient,commodities/titan/mcs2024-titan_salient.csv,cross_correlation,200,5,Year,11,2db9befa-c979-4651-9058-180b844ba7f8,104b413f-6d5e-4bb7-aaf3-bbe879da4006,200,11,200,11,200,5,200,"cross_correlation,decomposition,structural_break",200,2,1,2,"cross_correlation_plot,cross_correlation_result"
mcs2024.zip,trends_figures,commodities/unknown/MCS2025_Fig1_Minerals_in_Economy.csv,cross_correlation,200,14,Year,1,191ada12-95a7-4319-8c84-0d041abc9553,83ace8bc-7629-4461-b321-8095912a9cc2,200,1,200,1,200,1,200,"decomposition,structural_break",200,0,2,2,
mcs2024.zip,trends_figures,trends/tables/MCS2024_T1_Mineral_Industry_Trends.csv,cross_correlation,200,5,Year,12,0467f909-c8f3-4453-9064-2ade337b64b3,c6ea13dd-b380-44ad-ac30-9538d41ac3cb,200,12,200,12,200,5,200,"cross_correlation,decomposition,structural_break",200,2,1,2,"cross_correlation_plot,cross_correlation_result"
mcs2025.zip,salient,commodities/fescr/mcs2025-fescr_salient.csv,cross_correlation,200,5,Year,9,b97a978b-2513-424e-bd4e-eab3d04446b7,8343eaf1-f336-49dd-9e50-51f1c7570632,200,9,200,9,200,5,200,"cross_correlation,decomposition,structural_break",200,2,1,2,"cross_correlation_plot,cross_correlation_result"
